cancel	2	It Isn't the Mane Thing About You.txt	The Washouts.txt	
"i'm	1	The Washouts.txt	
jiggy	1	The Saddle Row Review.txt	
demands	1	Princess Spike.txt	
dearest	5	Sweet and Elite.txt	Griffon the Brush Off.txt	The Crystal Empire - Part 1.txt	Brotherhooves Social.txt	Twilight Time.txt	
siren	1	Secret of My Excess.txt	
unicornia	1	Hearth's Warming Eve.txt	
bugbugbugbugbugbugbug	1	Bloom & Gloom.txt	
forgive—	1	Dragon Dropped.txt	
crisp	2	Gauntlet of Fire.txt	The Perfect Pear.txt	
young'uns	1	Apple Family Reunion.txt	
going	1	My Little Pony Equestria Girls: Movie Magic.txt	
carefully	1	Filli Vanilli.txt	
whipped	1	Keep Calm and Flutter On.txt	
attitude	1	Griffon the Brush Off.txt	
average	1	To Where and Back Again - Part 2.txt	
treatment	1	A Friend in Deed.txt	
compare	1	Surf and or Turf.txt	
bodies	2	Hearth's Warming Eve.txt	Uncommon Bond.txt	
journal	4	Twilight's Kingdom - Part 1.txt	Pinkie Apple Pie.txt	Once Upon a Zeppelin.txt	The Beginning of the End - Part 1.txt	
unlike	5	Hearth's Warming Eve.txt	To Where and Back Again - Part 2.txt	Boast Busters.txt	It Isn't the Mane Thing About You.txt	Castle Sweet Castle.txt	
unicycle	1	Twilight Time.txt	
miuse	1	It Ain't Easy Being Breezies.txt	
volcano	1	My Little Pony Equestria Girls: Movie Magic.txt	
so-called	3	The Break Up Break Down.txt	Boast Busters.txt	The Saddle Row Review.txt	
book's	3	Common Ground.txt	The End in Friend.txt	Growing Up is Hard to Do.txt	
business	7	To Where and Back Again - Part 1.txt	The Mysterious Mare Do Well.txt	The Perfect Pear.txt	Rarity Takes Manehattan.txt	The Saddle Row Review.txt	The Washouts.txt	A Friend in Deed.txt	
goin'	5	Spike at Your Service.txt	The Perfect Pear.txt	Amending Fences.txt	Castle Sweet Castle.txt	Apple Family Reunion.txt	
"client"	1	Forever Filly.txt	
"welcome	1	The Hearth's Warming Club.txt	
chestnut	1	My Little Pony Equestria Girls: Movie Magic.txt	
fingle-fangle	1	Apple Family Reunion.txt	
shoes	3	The End in Friend.txt	A Royal Problem.txt	Rarity Takes Manehattan.txt	
#1	1	The Crystal Empire - Part 1.txt	
#2	2	Princess Twilight Sparkle - Part 1.txt	The Crystal Empire - Part 1.txt	
#3	3	The Cutie Map - Part 1.txt	The Cutie Map - Part 2.txt	Princess Twilight Sparkle - Part 1.txt	
#4	2	To Where and Back Again - Part 2.txt	The Cutie Map - Part 2.txt	
cdd"	1	A Friend in Deed.txt	
taught	2	Amending Fences.txt	The Washouts.txt	
bickering	2	To Where and Back Again - Part 2.txt	The Cutie Map - Part 1.txt	
grumble	3	Winter Wrap Up.txt	Griffon the Brush Off.txt	Feeling Pinkie Keen.txt	
borrow	5	The Lost Treasure of Griffonstone.txt	It's About Time.txt	Newbie Dash.txt	Marks for Effort.txt	Spike at Your Service.txt	
maximum	1	The End in Friend.txt	
desert	1	The Cutie Map - Part 2.txt	
quartet	1	Filli Vanilli.txt	
did	1	Apple Family Reunion.txt	
"a	4	Keep Calm and Flutter On.txt	Common Ground.txt	The One Where Pinkie Pie Knows.txt	The Hearth's Warming Club.txt	
harmonizing	1	Filli Vanilli.txt	
die	2	Uncommon Bond.txt	The Mysterious Mare Do Well.txt	
dig	2	A Dog and Pony Show.txt	The Saddle Row Review.txt	
cosplayers	1	Stranger Than Fan Fiction.txt	
handsomest	1	Simple Ways.txt	
"i	8	The Break Up Break Down.txt	A Rockhoof and a Hard Place.txt	Friendship University.txt	Uncommon Bond.txt	Celestial Advice.txt	Castle Sweet Castle.txt	The Saddle Row Review.txt	Applejack's "Day" Off.txt	
happiest	1	Secrets and Pies.txt	
overslept	1	Rarity Takes Manehattan.txt	
dip	1	The Mysterious Mare Do Well.txt	
dangerously	1	A Royal Problem.txt	
massages	1	Castle Sweet Castle.txt	
forgotten	1	Apple Family Reunion.txt	
peewee	1	Once Upon a Zeppelin.txt	
five-ever	1	The Gift of the Maud Pie.txt	
flag-folding	1	Surf and or Turf.txt	
molten	1	Campfire Tales.txt	
maniacally	1	The Beginning of the End - Part 2.txt	
seasons	5	The End in Friend.txt	Winter Wrap Up.txt	Tanks for the Memories.txt	The Last Problem.txt	The Perfect Pear.txt	
journey	4	Gauntlet of Fire.txt	Dragonshy.txt	Sweet and Elite.txt	To Where and Back Again - Part 1.txt	
finally	1	Apple Family Reunion.txt	
strap	1	The Lost Treasure of Griffonstone.txt	
straw	1	The Washouts.txt	
brown	3	Secrets and Pies.txt	Uprooted.txt	Maud Pie.txt	
hideous	2	Molt Down.txt	Made in Manehattan.txt	
toughest	2	To Where and Back Again - Part 2.txt	Griffon the Brush Off.txt	
acceptance	1	Once Upon a Zeppelin.txt	
mccolts	1	The Hooffields and McColts.txt	
dressmaker	1	Sweet and Elite.txt	
showin'	3	Boast Busters.txt	Marks for Effort.txt	Apple Family Reunion.txt	
distract	4	The Gift of the Maud Pie.txt	Feeling Pinkie Keen.txt	Molt Down.txt	The Beginning of the End - Part 1.txt	
"feud	1	The Perfect Pear.txt	
whomever	3	Gauntlet of Fire.txt	Three's A Crowd.txt	It Isn't the Mane Thing About You.txt	
croaks	2	Feeling Pinkie Keen.txt	Growing Up is Hard to Do.txt	
modelin'	1	Simple Ways.txt	
pumped	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
back	1	Apple Family Reunion.txt	
heavier	1	Uprooted.txt	
headlining	1	Pinkie Pride.txt	
petals	1	Three's A Crowd.txt	
pound	1	It Isn't the Mane Thing About You.txt	
sheets	1	The Cutie Map - Part 1.txt	
looped	1	Griffon the Brush Off.txt	
company	7	Twilight's Kingdom - Part 1.txt	Pinkie Apple Pie.txt	Power Ponies.txt	Made in Manehattan.txt	Uncommon Bond.txt	Dragon Dropped.txt	Apple Family Reunion.txt	
equinox	1	Student Counsel.txt	
lyin'	1	Secrets and Pies.txt	
know"	3	A Rockhoof and a Hard Place.txt	Uncommon Bond.txt	Applejack's "Day" Off.txt	
who're	1	Griffon the Brush Off.txt	
relax	1	Applejack's "Day" Off.txt	
relay	1	To Where and Back Again - Part 1.txt	
length	1	Molt Down.txt	
know)	1	The Last Problem.txt	
concerns	2	Molt Down.txt	To Where and Back Again - Part 1.txt	
sheesh	1	Boast Busters.txt	
rrrgh	4	Stranger Than Fan Fiction.txt	Bloom & Gloom.txt	Princess Twilight Sparkle - Part 1.txt	Feeling Pinkie Keen.txt	
maar	1	Gauntlet of Fire.txt	
do"	2	Spike at Your Service.txt	Castle Sweet Castle.txt	
baby	1	Apple Family Reunion.txt	
siree	1	Pinkie Apple Pie.txt	
showing	9	The Break Up Break Down.txt	Dragonshy.txt	Molt Down.txt	Growing Up is Hard to Do.txt	The Crystal Empire - Part 2.txt	Boast Busters.txt	The Cutie Re-Mark - Part 2.txt	The Beginning of the End - Part 1.txt	Uncommon Bond.txt	
flip-flop	2	Griffon the Brush Off.txt	Brotherhooves Social.txt	
babs	1	Apple Family Reunion.txt	
do-	1	Pinkie Apple Pie.txt	
relic	3	A Rockhoof and a Hard Place.txt	The Crystal Empire - Part 1.txt	The Crystal Empire - Part 2.txt	
chatty	1	Uncommon Bond.txt	
construct	1	Power Ponies.txt	
attempt	3	To Where and Back Again - Part 2.txt	Three's A Crowd.txt	Dragon Dropped.txt	
thick	4	Pinkie Apple Pie.txt	The Crystal Empire - Part 1.txt	Twilight Time.txt	The Perfect Pear.txt	
tiles	2	Stranger Than Fan Fiction.txt	The Gift of the Maud Pie.txt	
"washed	1	The Washouts.txt	
worthier	1	Campfire Tales.txt	
balance	2	A Royal Problem.txt	Apple Family Reunion.txt	
fools	1	The Cutie Map - Part 2.txt	
kindness	10	It Ain't Easy Being Breezies.txt	Campfire Tales.txt	Twilight's Kingdom - Part 1.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	The Hearth's Warming Club.txt	The Times They Are A Changeling.txt	It Isn't the Mane Thing About You.txt	Secret of My Excess.txt	Marks for Effort.txt	Filli Vanilli.txt	
seven-legged	1	Apple Family Reunion.txt	
lying	3	Secrets and Pies.txt	The Hooffields and McColts.txt	Princess Twilight Sparkle - Part 1.txt	
sketchpad	1	It Ain't Easy Being Breezies.txt	
'i	1	Hearth's Warming Eve.txt	
made	1	My Little Pony Equestria Girls: Movie Magic.txt	
teleporting	1	Twilight's Kingdom - Part 2.txt	
'o	1	Secrets and Pies.txt	
statue	1	Princess Spike.txt	
ailments	1	Molt Down.txt	
being	3	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
filmed	1	My Little Pony Equestria Girls: Movie Magic.txt	
hoping	1	Castle Sweet Castle.txt	
curse	1	The Crystal Empire - Part 1.txt	
doe	1	Sweet and Elite.txt	
today"	1	The Break Up Break Down.txt	
dog	2	A Dog and Pony Show.txt	Secret of My Excess.txt	
chipped	1	The Last Problem.txt	
trading	2	The Cutie Map - Part 1.txt	Maud Pie.txt	
mage	2	A Rockhoof and a Hard Place.txt	The Cutie Map - Part 1.txt	
drones	1	To Where and Back Again - Part 2.txt	
thief	1	My Little Pony Equestria Girls: Movie Magic.txt	
bags	1	Rarity Takes Manehattan.txt	
curve	1	The End in Friend.txt	
doo	1	Winter Wrap Up.txt	
chunks	1	Winter Wrap Up.txt	
dot	1	Secrets and Pies.txt	
pours	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
'after-birthday'	1	Party of One.txt	
abomination	1	The Washouts.txt	
known	1	My Little Pony Equestria Girls: Movie Magic.txt	
stream	1	Hearth's Warming Eve.txt	
crimp	1	Apple Family Reunion.txt	
school's	2	Friendship University.txt	Student Counsel.txt	
nurse	1	Three's A Crowd.txt	
pristine	1	Secret of My Excess.txt	
crime	6	MMMystery on the Friendship Express.txt	Friendship University.txt	Made in Manehattan.txt	Secret of My Excess.txt	Simple Ways.txt	My Little Pony Equestria Girls: Movie Magic.txt	
knows	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
brbrbr	1	The Crystal Empire - Part 1.txt	
acquaintances	1	The Hearth's Warming Club.txt	
out-rival	1	MMMystery on the Friendship Express.txt	
lacks	1	Sweet and Elite.txt	
dearie	1	Once Upon a Zeppelin.txt	
hopin'	1	The Perfect Pear.txt	
pampered	1	Applejack's "Day" Off.txt	
discreet	1	Gauntlet of Fire.txt	
insincere	1	The End in Friend.txt	
sunset-ish	1	Castle Sweet Castle.txt	
mail	2	Dragon Dropped.txt	To Where and Back Again - Part 1.txt	
stinging	1	Campfire Tales.txt	
trombone	1	Bloom & Gloom.txt	
main	1	Filli Vanilli.txt	
sadness	1	Twilight's Kingdom - Part 1.txt	
bail	2	Griffon the Brush Off.txt	The Washouts.txt	
choosin'	1	The Perfect Pear.txt	
grabby	1	Secret of My Excess.txt	
credit	4	Stranger Than Fan Fiction.txt	Princess Twilight Sparkle - Part 1.txt	Made in Manehattan.txt	The Beginning of the End - Part 2.txt	
cries	4	Boast Busters.txt	A Dog and Pony Show.txt	The Times They Are A Changeling.txt	To Where and Back Again - Part 1.txt	
--	1	Pinkie Pride.txt	
"treat	1	The One Where Pinkie Pie Knows.txt	
hot-diggity	1	Pinkie Apple Pie.txt	
always–	1	Twilight Time.txt	
broom	3	Secret of My Excess.txt	Marks for Effort.txt	Spike at Your Service.txt	
wavin'	1	Twilight's Kingdom - Part 1.txt	
dry	6	Uprooted.txt	Made in Manehattan.txt	Simple Ways.txt	Castle Sweet Castle.txt	The Saddle Row Review.txt	Student Counsel.txt	
streak	2	Newbie Dash.txt	Pinkie Apple Pie.txt	
deposits	1	Uncommon Bond.txt	
varieties	1	Simple Ways.txt	
pony-pedi	1	A Dog and Pony Show.txt	
antidote	1	Filli Vanilli.txt	
hellooooooo	1	Winter Wrap Up.txt	
walls"	1	Stranger Than Fan Fiction.txt	
forty-eight	3	Dragonshy.txt	The Hooffields and McColts.txt	Pinkie Apple Pie.txt	
necks	1	Keep Calm and Flutter On.txt	
ball	1	Secret of My Excess.txt	
friday's	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
cluttering	1	Castle Sweet Castle.txt	
selkie	1	A Rockhoof and a Hard Place.txt	
inventing	1	Celestial Advice.txt	
bald	1	A Friend in Deed.txt	
make	1	Apple Family Reunion.txt	
categorize	1	Once Upon a Zeppelin.txt	
pie's	3	Maud Pie.txt	Celestial Advice.txt	Castle Sweet Castle.txt	
bein'	8	Brotherhooves Social.txt	Growing Up is Hard to Do.txt	The Beginning of the End - Part 1.txt	Made in Manehattan.txt	The Beginning of the End - Part 2.txt	Marks for Effort.txt	Spike at Your Service.txt	Applejack's "Day" Off.txt	
b-b-b-believe	1	Feeling Pinkie Keen.txt	
dub	2	Hearth's Warming Eve.txt	The Mysterious Mare Do Well.txt	
dud	1	Boast Busters.txt	
freeing	2	Secrets and Pies.txt	Molt Down.txt	
due	4	Keep Calm and Flutter On.txt	Princess Twilight Sparkle - Part 1.txt	The Beginning of the End - Part 1.txt	Student Counsel.txt	
duh	6	The End in Friend.txt	Newbie Dash.txt	Sweet and Elite.txt	Growing Up is Hard to Do.txt	Secret of My Excess.txt	The Last Problem.txt	
bake	2	The Washouts.txt	Student Counsel.txt	
dug	1	Castle Sweet Castle.txt	
waking	3	Do Princesses Dream of Magic Sheep?.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	To Where and Back Again - Part 1.txt	
pumpkin	2	It Isn't the Mane Thing About You.txt	A Friend in Deed.txt	
invention	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
burns"	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
friendships	2	Celestial Advice.txt	Amending Fences.txt	
trees	1	Apple Family Reunion.txt	
osemi	1	It Ain't Easy Being Breezies.txt	
hiding	2	Filli Vanilli.txt	My Little Pony Equestria Girls: Movie Magic.txt	
bank	1	Crusaders of the Lost Mark.txt	
whining	1	A Dog and Pony Show.txt	
hoooooooo	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
meaning	1	Castle Sweet Castle.txt	
bang	1	The Washouts.txt	
magnetic	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
sayin'	2	Filli Vanilli.txt	Apple Family Reunion.txt	
cerberus	2	It's About Time.txt	Twilight's Kingdom - Part 1.txt	
band	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
mama	2	Griffon the Brush Off.txt	The Beginning of the End - Part 1.txt	
partying-est	1	Pinkie Pride.txt	
rarity's	1	The Saddle Row Review.txt	
released	1	Gauntlet of Fire.txt	
singing	1	Filli Vanilli.txt	
flourishes	1	The Cutie Map - Part 1.txt	
hamster	1	Secrets and Pies.txt	
17	1	Common Ground.txt	
18	1	The Break Up Break Down.txt	
misjudged	2	Newbie Dash.txt	Griffon the Brush Off.txt	
breached	1	The Beginning of the End - Part 1.txt	
balm	1	Newbie Dash.txt	
vastly	1	The Cutie Re-Mark - Part 2.txt	
illusionist	1	To Where and Back Again - Part 2.txt	
highest	1	Stranger Than Fan Fiction.txt	
downlo-o-o-oad	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
bamf	1	To Where and Back Again - Part 1.txt	
man"	1	Do Princesses Dream of Magic Sheep?.txt	
male	1	Filli Vanilli.txt	
worlds	1	Surf and or Turf.txt	
extra-awesome	1	Newbie Dash.txt	
mm-hmm	5	Spike at Your Service.txt	The Perfect Pear.txt	Applejack's "Day" Off.txt	Filli Vanilli.txt	Student Counsel.txt	
eeyu-	1	Pinkie Apple Pie.txt	
grumbles	4	The Lost Treasure of Griffonstone.txt	Tanks for the Memories.txt	Uprooted.txt	Applejack's "Day" Off.txt	
rhizosphere	1	Student Counsel.txt	
remember	1	Apple Family Reunion.txt	
hidin'	2	The Break Up Break Down.txt	Filli Vanilli.txt	
trotting"	1	The End in Friend.txt	
meanin'	1	Apple Family Reunion.txt	
panicky	1	The End in Friend.txt	
friendship"	2	A Rockhoof and a Hard Place.txt	Marks for Effort.txt	
relationship	2	To Where and Back Again - Part 2.txt	Princess Spike.txt	
friendship)	1	Uprooted.txt	
zooming	3	Common Ground.txt	Newbie Dash.txt	Uprooted.txt	
stat	6	Friendship University.txt	Winter Wrap Up.txt	The Gift of the Maud Pie.txt	Simple Ways.txt	A Friend in Deed.txt	Student Counsel.txt	
crayon	1	The Gift of the Maud Pie.txt	
twinkle	1	Celestial Advice.txt	
expression	4	The Gift of the Maud Pie.txt	Made in Manehattan.txt	The Perfect Pear.txt	Celestial Advice.txt	
36	1	The Crystal Empire - Part 1.txt	
star	2	Celestial Advice.txt	Filli Vanilli.txt	
singin'	2	Pinkie Apple Pie.txt	Filli Vanilli.txt	
childhood	1	Uncommon Bond.txt	
many	1	Apple Family Reunion.txt	
stay	2	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	
appleja—	1	Brotherhooves Social.txt	
dedicate	1	Princess Spike.txt	
inspire	3	A Rockhoof and a Hard Place.txt	The Cutie Map - Part 1.txt	Castle Sweet Castle.txt	
mane	1	Castle Sweet Castle.txt	
progress	6	Keep Calm and Flutter On.txt	Every Little Thing She Does.txt	Power Ponies.txt	Made in Manehattan.txt	Twilight Time.txt	Princess Spike.txt	
paintbrush	1	Pinkie Pride.txt	
swabbies	1	A Rockhoof and a Hard Place.txt	
seeks	1	Do Princesses Dream of Magic Sheep?.txt	
delectable	1	MMMystery on the Friendship Express.txt	
treat	3	It Isn't the Mane Thing About You.txt	Dragon Dropped.txt	Amending Fences.txt	
starving	3	The One Where Pinkie Pie Knows.txt	To Where and Back Again - Part 2.txt	The Times They Are A Changeling.txt	
numbers	4	The Lost Treasure of Griffonstone.txt	Common Ground.txt	Dragonshy.txt	Once Upon a Zeppelin.txt	
expressing	2	Dragon Dropped.txt	Maud Pie.txt	
"seem"	1	Growing Up is Hard to Do.txt	
splatting	4	It's About Time.txt	The Hooffields and McColts.txt	Bloom & Gloom.txt	The Cutie Re-Mark - Part 2.txt	
barn	1	Apple Family Reunion.txt	
"shing"s	1	Gauntlet of Fire.txt	
stinkie	1	Griffon the Brush Off.txt	
higher"	1	Newbie Dash.txt	
yawns	3	Princess Spike.txt	Castle Sweet Castle.txt	The Washouts.txt	
seeds	1	Princess Twilight Sparkle - Part 2.txt	
disarray	1	The Cutie Map - Part 1.txt	
porcelain"	1	It Isn't the Mane Thing About You.txt	
exasperated	1	My Little Pony Equestria Girls: Movie Magic.txt	
struttin'	1	Boast Busters.txt	
sergeant	1	A Rockhoof and a Hard Place.txt	
birthday/anniversary	1	Pinkie Pride.txt	
farewell	2	Party of One.txt	Uprooted.txt	
milking	3	Boast Busters.txt	It Isn't the Mane Thing About You.txt	The Mysterious Mare Do Well.txt	
knock	3	Celestial Advice.txt	Amending Fences.txt	Student Counsel.txt	
needed	3	Castle Sweet Castle.txt	Filli Vanilli.txt	My Little Pony Equestria Girls: Movie Magic.txt	
expressin'	1	Brotherhooves Social.txt	
muzzle	1	Apple Family Reunion.txt	
speed	10	Common Ground.txt	Do Princesses Dream of Magic Sheep?.txt	Campfire Tales.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	Sweet and Elite.txt	Made in Manehattan.txt	Secret of My Excess.txt	The Saddle Row Review.txt	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	
auction	3	Sweet and Elite.txt	Simple Ways.txt	The Washouts.txt	
bats	1	Apple Family Reunion.txt	
apple	1	Apple Family Reunion.txt	
judgements	1	The Cutie Map - Part 1.txt	
admit	14	Secrets and Pies.txt	Campfire Tales.txt	Pinkie Pride.txt	Twilight's Kingdom - Part 1.txt	The Hooffields and McColts.txt	Princess Twilight Sparkle - Part 1.txt	The Cutie Re-Mark - Part 1.txt	Once Upon a Zeppelin.txt	Boast Busters.txt	Twilight Time.txt	Dragon Dropped.txt	The Beginning of the End - Part 2.txt	Celestial Advice.txt	My Little Pony Equestria Girls: Movie Magic.txt	
common	1	Maud Pie.txt	
interest	3	Friendship University.txt	It Ain't Easy Being Breezies.txt	It Isn't the Mane Thing About You.txt	
twig	3	Keep Calm and Flutter On.txt	Spike at Your Service.txt	The Perfect Pear.txt	
themselves	11	Gauntlet of Fire.txt	Princess Twilight Sparkle - Part 2.txt	Molt Down.txt	Growing Up is Hard to Do.txt	A Dog and Pony Show.txt	The Hearth's Warming Club.txt	Dragon Dropped.txt	Simple Ways.txt	The Mysterious Mare Do Well.txt	Applejack's "Day" Off.txt	The Washouts.txt	
mash	3	The Break Up Break Down.txt	A Rockhoof and a Hard Place.txt	Secrets and Pies.txt	
bath	3	Castle Sweet Castle.txt	The Saddle Row Review.txt	Applejack's "Day" Off.txt	
mask	2	Bloom & Gloom.txt	The Mysterious Mare Do Well.txt	
apply	2	Power Ponies.txt	Growing Up is Hard to Do.txt	
separated	1	To Where and Back Again - Part 2.txt	
bars	1	My Little Pony Equestria Girls: Movie Magic.txt	
bass	2	Brotherhooves Social.txt	Filli Vanilli.txt	
"klutzy	1	To Where and Back Again - Part 2.txt	
eagerly	1	Friendship University.txt	
mare	1	Filli Vanilli.txt	
goatee	1	Boast Busters.txt	
schoolyard	1	Crusaders of the Lost Mark.txt	
formula	1	Twilight Time.txt	
step	22	Keep Calm and Flutter On.txt	It Ain't Easy Being Breezies.txt	The End in Friend.txt	Gauntlet of Fire.txt	Stranger Than Fan Fiction.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	The Gift of the Maud Pie.txt	The Hooffields and McColts.txt	To Where and Back Again - Part 2.txt	Pinkie Apple Pie.txt	Tanks for the Memories.txt	Uprooted.txt	Princess Twilight Sparkle - Part 1.txt	The Cutie Re-Mark - Part 2.txt	The Beginning of the End - Part 1.txt	A Royal Problem.txt	Uncommon Bond.txt	Secret of My Excess.txt	Marks for Effort.txt	The Mysterious Mare Do Well.txt	Applejack's "Day" Off.txt	Apple Family Reunion.txt	
bash	1	Pinkie Pride.txt	
84	1	Stranger Than Fan Fiction.txt	
mark	2	The Perfect Pear.txt	Apple Family Reunion.txt	
comrades	1	Campfire Tales.txt	
maur	1	It Ain't Easy Being Breezies.txt	
trend	1	Simple Ways.txt	
"thanks	1	Secrets and Pies.txt	
reminisce	1	The Cutie Map - Part 2.txt	
itinerary	1	Growing Up is Hard to Do.txt	
spotted	1	My Little Pony Equestria Girls: Movie Magic.txt	
maud	1	Student Counsel.txt	
relate	1	Simple Ways.txt	
equines	1	Twilight's Kingdom - Part 2.txt	
mishap	1	Keep Calm and Flutter On.txt	
controlling	1	Power Ponies.txt	
devious	1	Marks for Effort.txt	
biology	1	Amending Fences.txt	
exceptional	1	Simple Ways.txt	
cattle	1	Boast Busters.txt	
priceless	1	Griffon the Brush Off.txt	
mate	1	The Break Up Break Down.txt	
convince	10	Stranger Than Fan Fiction.txt	Dragonshy.txt	The Cutie Re-Mark - Part 1.txt	The Cutie Re-Mark - Part 2.txt	The Times They Are A Changeling.txt	Dragon Dropped.txt	The Beginning of the End - Part 2.txt	Simple Ways.txt	The Washouts.txt	My Little Pony Equestria Girls: Movie Magic.txt	
math	2	Common Ground.txt	Boast Busters.txt	
theory	3	A Rockhoof and a Hard Place.txt	Pinkie Apple Pie.txt	Castle Sweet Castle.txt	
eye-to-eye	2	The Cutie Map - Part 1.txt	A Royal Problem.txt	
forehead	1	Spike at Your Service.txt	
secret	6	Maud Pie.txt	The Perfect Pear.txt	Amending Fences.txt	The Washouts.txt	Student Counsel.txt	My Little Pony Equestria Girls: Movie Magic.txt	
pleeeeeeeease	1	Dragon Dropped.txt	
foundation	1	My Little Pony Equestria Girls: Movie Magic.txt	
boldest	1	The Cart Before the Ponies.txt	
across	1	Princess Spike.txt	
—knew	1	The Beginning of the End - Part 1.txt	
identity	3	The Lost Treasure of Griffonstone.txt	The Times They Are A Changeling.txt	Student Counsel.txt	
ear	1	A Friend in Deed.txt	
eat	2	Princess Spike.txt	The Saddle Row Review.txt	
solitude	1	A Royal Problem.txt	
reward	5	Crusaders of the Lost Mark.txt	Friendship University.txt	A Dog and Pony Show.txt	Princess Spike.txt	My Little Pony Equestria Girls: Movie Magic.txt	
simplest	2	Applejack's "Day" Off.txt	Apple Family Reunion.txt	
